tsne_x,tsne_y,density_3,density_2,density_1_5,density_1,density_0_7,density_0_5,image_filename,image_width,image_height,u_min,v_min,u_max,v_max
33.31164,17.165836,0.0001125498049261162,0.00012661209338222167,0.00013680680085065568,0.00015427996096334832,0.00019445895383078256,0.00026794985821763717,aaron-shikler-eb30262388096016846801124f73caa5.jpg,44,64,0.346435546875,0.9939759036144579,0.357177734375,1.0
18.871624,34.404205,0.00014914827354959806,0.00015914379313161064,0.00016680872425764011,0.00018153867833678,0.00021995461659289002,0.00031849121564979095,aaron-shikler-john-f-kennedy-official-portrait.jpg,43,64,0.357177734375,0.9939759036144579,0.36767578125,1.0
26.530336,28.913666,0.00016952240431051863,0.00018313005166369317,0.000190129208960703,0.00020349260850033825,0.0002152583600924334,0.00022674644210612273,aaron-shikler-lady-bird-johnson-portrait-by-shikler-1978.jpg,47,64,0.36767578125,0.9939759036144579,0.379150390625,1.0
18.882019,33.44032,0.00016153147881342714,0.000165307182570205,0.00016532462777965598,0.00016641865155671444,0.00017506609227880453,0.00018062423135551734,aaron-shikler-rreagenpic.jpg,41,64,0.379150390625,0.9939759036144579,0.38916015625,1.0
-0.912903,-25.267256,0.00019442567289639927,0.0002068340957610555,0.00021739242767696416,0.0002363084153679205,0.0002476114983466916,0.0002614317877341388,aaron-shikler-s-1132.jpg,79,64,0.38916015625,0.9939759036144579,0.408447265625,1.0
12.888563,18.125755,0.000175398321526573,0.00018508537607730223,0.0002045823750698213,0.00026513998094925256,0.00035988322847447943,0.00048531296464210193,aaron-shikler-s-1134.jpg,92,64,0.408447265625,0.9939759036144579,0.430908203125,1.0
-41.806194,-10.673817,0.00013026643710948977,0.00015228979637760409,0.00016908985045916995,0.0001968647477749387,0.0002285265298844517,0.0002661246193108995,aaron-siskind-acolman-1-1955.jpg,89,64,0.430908203125,0.9939759036144579,0.45263671875,1.0
-44.025455,7.4671464,0.00024517178017202364,0.0002929154711432695,0.0003367426350184982,0.0003996727549587795,0.00044297085317990405,0.0004747863878507579,aaron-siskind-chicago-1951.jpg,45,64,0.45263671875,0.9939759036144579,0.463623046875,1.0
-41.74053,-10.942848,0.00012542676741806046,0.0001446882646299217,0.00015882356255993624,0.00018397240231412528,0.00021599450690549634,0.00026455447133615323,aaron-siskind-chicago-6-1961.jpg,50,64,0.463623046875,0.9939759036144579,0.475830078125,1.0
-16.67388,27.314234,0.0001740984033969795,0.000162130735606111,0.00015367698628400753,0.0001497822989000255,0.00014654140708073255,0.00014358732819646713,aaron-siskind-feet-102-1957.jpg,48,64,0.475830078125,0.9939759036144579,0.487548828125,1.0
8.667867,31.015022,0.00013128690168163142,0.0001345303592666401,0.00013367259913156033,0.00013456918596532684,0.00014422317586775836,0.0001537626785139598,aaron-siskind-gloucester-16a-1944.jpg,47,64,0.487548828125,0.9939759036144579,0.4990234375,1.0
-24.2286,4.0500646,9.134983613140463e-05,9.704586112283847e-05,0.00010700976631501245,0.00013337225524607575,0.00017305311350394867,0.00024345522672609862,aaron-siskind-jerome-arizona-1949.jpg,47,64,0.4990234375,0.9939759036144579,0.510498046875,1.0
-26.50821,12.012852,0.00011073781217774633,0.00010253894915798914,8.976707037428723e-05,7.635706592607517e-05,8.593545005350641e-05,0.00013153848509703638,aaron-siskind-kentucky-4-1951.jpg,54,64,0.510498046875,0.9939759036144579,0.523681640625,1.0
-12.120017,16.214645,0.00019835254291813515,0.00019017848779182017,0.0001874783262799592,0.00019593248658809778,0.00022638062739978963,0.0002798450158629782,aaron-siskind-new-york-1951.jpg,83,64,0.523681640625,0.9939759036144579,0.5439453125,1.0
-41.549377,9.634312,0.00022941642122976656,0.00023577330454251577,0.00023132578876140585,0.0002186768579487151,0.00021443762855414514,0.00021766070780919174,aaron-siskind-new-york-2-1948.jpg,71,64,0.5439453125,0.9939759036144579,0.561279296875,1.0
-0.7707301,-9.76803,0.0001682232828047389,0.00016106140863069416,0.00015972010808542914,0.00017399127065506018,0.00022424017962327056,0.00033701645175514137,aaron-siskind-new-york-24-1988.jpg,62,64,0.561279296875,0.9939759036144579,0.576416015625,1.0
-1.1524624,-9.740035,0.00016649154723527115,0.00015845065149372589,0.00015516840925506196,0.0001651918986575787,0.0002131142789836193,0.00030447220977304374,aaron-siskind-new-york-40-1986.jpg,64,64,0.576416015625,0.9939759036144579,0.592041015625,1.0
-43.075462,17.127762,0.0002079921589236259,0.00022536053489949449,0.00023224348403317046,0.0002385586983166476,0.00024822535826323974,0.0002721202734442029,aaron-siskind-new-york-city-w-1-1947.jpg,50,64,0.592041015625,0.9939759036144579,0.604248046875,1.0
-6.179301,-18.646557,0.0001344102761464224,0.000128457119570998,0.00012811486710410965,0.00013746890471979183,0.0001699006590294634,0.00022973747451107888,aaron-siskind-per-400-1983.jpg,63,64,0.604248046875,0.9939759036144579,0.61962890625,1.0
10.923,29.600845,0.00015154641908547185,0.00016829223894282484,0.00018530219047624736,0.00021960243642013238,0.00025711638360252404,0.0003151229196923031,aaron-siskind-pleasures-and-terrors-of-levitation-25-1957.jpg,64,64,0.61962890625,0.9939759036144579,0.63525390625,1.0
0.17857066,1.1304022,0.00019997208996397632,0.00020701053014464762,0.00021310186164280148,0.0002263071239056725,0.00022489482948210177,0.00020784435711710742,aaron-siskind-providence-92-1986.jpg,63,64,0.63525390625,0.9939759036144579,0.650634765625,1.0
-25.77886,22.16316,0.0001358152073562479,0.00012453738239716247,0.00011580667873012341,0.0001097128766645524,0.00010197185400934518,0.00010405612334857043,aaron-siskind-recife-olinda-8-1968.jpg,63,64,0.650634765625,0.9939759036144579,0.666015625,1.0
7.3322287,-1.1654686,0.0001737037172798059,0.0001641500428612126,0.00015823643765361007,0.0001510499652629199,0.0001421255642587592,0.00013863807252283107,aaron-siskind-rome-arch-of-constantine-10-1963.jpg,46,64,0.666015625,0.9939759036144579,0.67724609375,1.0
24.19807,-27.559994,0.00018595664565695055,0.00017840781888555472,0.00017243241051694328,0.00017967353037232444,0.00022671569995711774,0.00032439149126727517,aaron-siskind-the-tree-35-1973.jpg,65,64,0.67724609375,0.9939759036144579,0.693115234375,1.0
-45.093433,11.067713,0.00021754418296518726,0.00021121934648202426,0.00019909374436122165,0.00018493220347296467,0.00018613750460248706,0.00020227722858995732,aaron-siskind-uruapan-11-1955.jpg,83,64,0.693115234375,0.9939759036144579,0.71337890625,1.0
-9.935057,-14.655919,0.00015003430962460285,0.00014890841305645227,0.00014678167069662027,0.00013694058352309538,0.00012077726934389533,0.00010846422682910115,aaron-siskind-utah-84-1976.jpg,64,64,0.71337890625,0.9939759036144579,0.72900390625,1.0
-9.738106,-15.832302,0.0001342771703592701,0.0001223493926825111,0.00011320098144111577,0.00010643967556437274,0.0001242742339565025,0.00018919861307438432,aaron-siskind-vera-cruz-96-1973.jpg,63,64,0.72900390625,0.9939759036144579,0.744384765625,1.0
1.3764646,3.0615702,0.00019884668981266765,0.0002027146108337121,0.00020391451233413418,0.00019889611348416876,0.0002025441921001493,0.0002294083420244937,aaron-siskind-westport-10-1988.jpg,64,64,0.744384765625,0.9939759036144579,0.760009765625,1.0
-43.617027,7.38639,0.00024465614024115446,0.0002911363635996767,0.0003346186711185489,0.0004001203772779409,0.0004451152980609333,0.0004653860183199278,aaron-siskind-yuchitan-1-1955.jpg,81,64,0.760009765625,0.9939759036144579,0.77978515625,1.0
-46.38275,13.346409,0.0001856068268184226,0.0001712136960694664,0.00016476015304881046,0.00016043172998688246,0.00016470819252954402,0.00018959464539111697,abanindranath-tagore-a-moonlight-music-party-1906.jpg,88,64,0.77978515625,0.9939759036144579,0.80126953125,1.0
-9.089431,9.981103,0.00017114954705557125,0.0001810280993622382,0.00019311516089192126,0.00021445465129954684,0.00024205062919046107,0.00028732048147131787,abanindranath-tagore-abanindranath-tagore-journey-s-end-google-art-project.jpg,95,64,0.80126953125,0.9939759036144579,0.824462890625,1.0
-45.853172,6.147716,0.00023628583001473352,0.0002655643862000789,0.00028155094328230273,0.00028486047863500994,0.00027395142211196185,0.00026926320813241,abanindranath-tagore-asoka-s-queen-1910.jpg,49,64,0.824462890625,0.9939759036144579,0.83642578125,1.0
-42.834778,6.795574,0.00023937841911236552,0.000274999493820822,0.00030447906295020627,0.0003422089023066596,0.00036135623486718973,0.00037570154157450013,abanindranath-tagore-asoka-who-by-the-white-stucco-of-his-fame-made-spotless-the-universe.jpg,88,64,0.83642578125,0.9939759036144579,0.85791015625,1.0
-44.846493,16.774162,0.00017966415485228923,0.0001658431749955867,0.0001483415844640418,0.0001352510620861421,0.00013956814813800017,0.00016726073952219185,abanindranath-tagore-bharat-mata-mother-india.jpg,41,64,0.85791015625,0.9939759036144579,0.867919921875,1.0
-43.88823,8.796463,0.00024111153701230975,0.00027746744685554334,0.0003115232815014904,0.00036514589064475645,0.000415429269922539,0.0004721825444229645,abanindranath-tagore-buddha-as-medicant1914.jpg,43,64,0.867919921875,0.9939759036144579,0.87841796875,1.0
-42.64935,4.6764903,0.00022804028389968807,0.0002335618277980181,0.00022895988587569728,0.00022036457566477127,0.00021855540386844563,0.0002325968213718565,abanindranath-tagore-chashma-shahi.jpg,41,64,0.87841796875,0.9939759036144579,0.888427734375,1.0
5.791642,3.0064871,0.00018790673996896541,0.00018771532477832514,0.00018777646662344123,0.00018031306279668198,0.0001733051107149987,0.0001647693291909754,abanindranath-tagore-emperor-s-march-to-kashmir.jpg,85,64,0.888427734375,0.9939759036144579,0.9091796875,1.0
-4.447439,11.256191,0.00018437018153107855,0.00018646336715079034,0.0001896197135051319,0.00019563173205656097,0.00020039824495366696,0.00020514230667513855,abanindranath-tagore-fairyland-illustration-1913.jpg,43,64,0.9091796875,0.9939759036144579,0.919677734375,1.0
-43.28798,7.974885,0.0002429598528116196,0.00028598494274083194,0.0003289166133979924,0.0003984412516286686,0.00045061258483628273,0.00048581022109017,abanindranath-tagore-fate-and-the-pleasure-lovers.jpg,89,64,0.919677734375,0.9939759036144579,0.94140625,1.0
-49.577232,2.5736618,0.00018210187698981966,0.00018479469780323144,0.00019271976480253984,0.00020802466151870346,0.0002167307089644167,0.00024043067571935108,abanindranath-tagore-ganesh-janani.jpg,34,64,0.94140625,0.9939759036144579,0.94970703125,1.0
-42.405632,4.500619,0.00022436128092796065,0.00022592876531461165,0.0002185987119172699,0.00020772608317199377,0.00020795835928938487,0.0002293138766657754,abanindranath-tagore-nasim-bagh.jpg,99,64,0.94970703125,0.9939759036144579,0.973876953125,1.0
-42.974846,7.986366,0.00024138340203073237,0.00028124776420682536,0.0003206130321262697,0.00038279654942378313,0.0004278009117941018,0.00046501267461804735,abanindranath-tagore-night-at-the-shalimar-the-emperor-shah-jahan.jpg,46,64,0.973876953125,0.9939759036144579,0.985107421875,1.0
-44.171555,4.6612687,0.0002387111007408416,0.0002549746738186486,0.0002588293238435057,0.0002623802024230574,0.00027203878100774204,0.0003024261474945883,abanindranath-tagore-nishat.jpg,99,64,0.0,0.9879518072289156,0.024169921875,0.9939759036144579
-19.64202,-0.47706103,0.00010214905917791733,9.604786973553236e-05,9.029233324129032e-05,7.450030364103284e-05,6.246636376001223e-05,7.429438490608406e-05,abanindranath-tagore-the-passing-of-shah-jahan-1902.jpg,42,64,0.024169921875,0.9879518072289156,0.034423828125,0.9939759036144579
15.411741,0.66692436,0.00016324676728579157,0.00016561116524090798,0.00016331337171456522,0.0001506397230885267,0.0001320040922867564,0.00011986910237851319,abbas-kiarostami-close-up.jpg,127,64,0.034423828125,0.9879518072289156,0.0654296875,0.9939759036144579
-17.469788,0.06543518,0.00011373341737729504,0.00011069579491513726,0.00011455586016368041,0.0001321936481818718,0.00016590168939107034,0.00023211900288433918,abbas-kiarostami-dddddddddddddddddd-1.JPG,48,64,0.0654296875,0.9879518072289156,0.0771484375,0.9939759036144579
3.1274219,-20.860703,0.00026707300714832305,0.0002750851201403093,0.00026994213799853974,0.00025224069013318295,0.0002394011204598471,0.00024758490585735215,abbas-kiarostami-from-five-02.jpg,101,64,0.0771484375,0.9879518072289156,0.101806640625,0.9939759036144579
-16.138601,21.248735,0.0003140196410272929,0.00040381788241303457,0.00047739900517940794,0.000595212150445042,0.0007110260575107567,0.000820603166895384,abbas-kiarostami-from-five-03.jpg,99,64,0.101806640625,0.9879518072289156,0.1259765625,0.9939759036144579
-13.525604,-1.6007671,0.00013999840485929752,0.00012375347235481525,0.00011202491636078944,0.00010599769241936343,0.00011196542808494618,0.0001236802996549062,abbas-kiarostami-from-five-04-2.jpg,110,64,0.1259765625,0.9879518072289156,0.15283203125,0.9939759036144579
-12.647108,24.355892,0.00024285663521618906,0.00025068822978101463,0.0002478833335476161,0.0002468489067912,0.0002564999621594047,0.0002971687540475429,abbas-kiarostami-from-five-05.jpg,85,64,0.15283203125,0.9879518072289156,0.173583984375,0.9939759036144579
-13.809935,21.766645,0.00030226641296991454,0.0003560116131426408,0.00037905662691352246,0.0003883635550512237,0.0003863312274015506,0.0003552102456487637,abbas-kiarostami-from-five.jpg,99,64,0.173583984375,0.9879518072289156,0.19775390625,0.9939759036144579
6.007739,-9.955017,0.00021589455536107267,0.0002290021902464679,0.00024000791235103227,0.000255413829631115,0.00026596843791793775,0.0002738766319459789,abbas-kiarostami-rain-02.jpg,96,64,0.19775390625,0.9879518072289156,0.22119140625,0.9939759036144579
-8.857636,-12.828098,0.00017231673408214386,0.00018169697386648454,0.00019028598097442785,0.00021680845537891475,0.00026199446656677446,0.00031846601651839754,abbas-kiarostami-rain-03.jpg,96,64,0.22119140625,0.9879518072289156,0.24462890625,0.9939759036144579
-7.920046,-6.4660616,0.00018727036976652105,0.00018943606774882157,0.00019025500742860364,0.00018371020562935777,0.00016782071263366657,0.00015612570552822483,abbas-kiarostami-rain.jpg,96,64,0.24462890625,0.9879518072289156,0.26806640625,0.9939759036144579
0.25856212,-3.1788597,0.00019249771946613635,0.00020463675384551627,0.00021634095129388243,0.00023511299429439226,0.00025226617083262345,0.0002905145336705357,abbas-kiarostami-roads-and-trees-01.jpg,96,64,0.26806640625,0.9879518072289156,0.29150390625,0.9939759036144579
3.6855817,0.0008982802,0.0001926141244455571,0.00019268956903182433,0.00018935082262988868,0.0001854071723563653,0.00019851613097389127,0.0002656679523868018,abbas-kiarostami-roads-and-trees-02.jpg,96,64,0.29150390625,0.9879518072289156,0.31494140625,0.9939759036144579
27.432398,-28.340439,0.0001848939065377231,0.00019216416690847168,0.0002092402372060762,0.0002542192685606644,0.0003071189050968151,0.00037445538308252755,abbas-kiarostami-roads-and-trees-03.jpg,96,64,0.31494140625,0.9879518072289156,0.33837890625,0.9939759036144579
-4.019637,12.528167,0.0001820101292030025,0.00018574789177664024,0.00019635991583049272,0.00022084700589556055,0.00023292293898557876,0.00021392602549805305,abbas-kiarostami-snow-white-01.jpg,99,64,0.33837890625,0.9879518072289156,0.362548828125,0.9939759036144579
-14.746006,20.974037,0.0003111745010991321,0.0003809745658961207,0.00041974213914661027,0.00042976016970264143,0.00040400713065840387,0.000409719670793042,abbas-kiarostami-snow-white-02.jpg,100,64,0.362548828125,0.9879518072289156,0.386962890625,0.9939759036144579
-12.297141,-4.3518615,0.00018068895152875661,0.0001973085576738223,0.00020933445380570066,0.00022822418081531274,0.00025616536704026535,0.00031661405229692195,abbas-kiarostami-snow-white-03.jpg,98,64,0.386962890625,0.9879518072289156,0.410888671875,0.9939759036144579
-12.899908,-12.095297,0.0001865570539642822,0.0002147171517193443,0.00023809737251626072,0.0002709663077559876,0.00030011277858814296,0.00033830286323408525,abbas-kiarostami-snow-white-05.jpg,99,64,0.410888671875,0.9879518072289156,0.43505859375,0.9939759036144579
-15.156029,24.09787,0.0002740655118743932,0.0003159175076653923,0.000333401337198935,0.00033317112665644174,0.0003132036558723583,0.0002905748065948803,abbas-kiarostami-snow-white-07.jpg,101,64,0.43505859375,0.9879518072289156,0.459716796875,0.9939759036144579
1.5383168,16.197987,0.00019393924439001207,0.00020459132848025282,0.00021374485206811128,0.00022802489439879985,0.0002509383932272653,0.0002995773994003329,abbas-kiarostami-snow-white-08-1.jpg,100,64,0.459716796875,0.9879518072289156,0.484130859375,0.9939759036144579
2.2253375,-16.53777,0.0002212374202996182,0.00021391429361857192,0.0002049866030316725,0.00019392359071925789,0.00020585373611897676,0.00026162921601910884,abbas-kiarostami-snow-white-09.jpg,113,64,0.484130859375,0.9879518072289156,0.51171875,0.9939759036144579
-13.235161,-11.786278,0.00018826952089757675,0.00021523401159337022,0.00023723481702623357,0.0002651781754775303,0.0002850715544029305,0.00032422433574032293,abbas-kiarostami-snow-white-10.jpg,97,64,0.51171875,0.9879518072289156,0.535400390625,0.9939759036144579
-18.790384,24.946714,0.0002138070086977652,0.00022109740021758408,0.00021676359647005645,0.00020827989629158052,0.00020823491128097956,0.00025130603051249723,abbas-kiarostami-snow-white-11.jpg,121,64,0.535400390625,0.9879518072289156,0.56494140625,0.9939759036144579
-18.580397,20.023499,0.00026638463412482236,0.00029659874453574065,0.00029798683086822256,0.0002806462338636329,0.00026390705399731646,0.00024561709546785595,abbas-kiarostami-snow-white-12-1.jpg,100,64,0.56494140625,0.9879518072289156,0.58935546875,0.9939759036144579
-9.299464,22.224453,0.00022841708656533576,0.0002498456997917033,0.00026021528913087734,0.00027465555770325603,0.0002918920816533158,0.0003056710798959006,abbas-kiarostami-snow-white-13.jpg,101,64,0.58935546875,0.9879518072289156,0.614013671875,0.9939759036144579
-6.8926115,13.407018,0.00017362723906859382,0.00017034770823704255,0.00016792197250741343,0.00015646292499096263,0.0001367608160188063,0.00011865465252388671,abbas-kiarostami-snow-white-14.jpg,101,64,0.614013671875,0.9879518072289156,0.638671875,0.9939759036144579
7.79721,8.957545,0.00019703810949359864,0.00020640910487416375,0.0002183518231281585,0.00024869964501447896,0.00029925336237225533,0.0003628409558831002,abbas-kiarostami-snow-white-15.jpg,99,64,0.638671875,0.9879518072289156,0.662841796875,0.9939759036144579
-25.958498,7.750406,8.636670244335185e-05,8.30544764059524e-05,8.248029026878309e-05,9.630029623791051e-05,0.00015013351533665954,0.0002488713431929522,abbas-kiarostami-snow-white-16.jpg,96,64,0.662841796875,0.9879518072289156,0.686279296875,0.9939759036144579
-29.339195,9.067619,8.531573851902097e-05,8.351788928539446e-05,9.643760109274628e-05,0.00014135136783235223,0.00020860648912493846,0.00028245735978302646,abbas-kiarostami-snow-white-17.jpg,94,64,0.686279296875,0.9879518072289156,0.709228515625,0.9939759036144579
-26.78239,7.316282,8.193009843090452e-05,7.854213503438273e-05,7.736990605281615e-05,8.822942545802038e-05,0.00013112433350328197,0.00019992178760075755,abbas-kiarostami-source-figure1.jpg,91,64,0.709228515625,0.9879518072289156,0.7314453125,0.9939759036144579
13.1188,2.3033838,0.00017545274644786238,0.00018794164974507153,0.00019820021191320906,0.00021308419836144649,0.0002468995407353894,0.0003247341332494935,abbas-kiarostami-the-road-01-1.jpg,97,64,0.7314453125,0.9879518072289156,0.755126953125,0.9939759036144579
0.054960717,-7.2925525,0.00017442447361898405,0.00016610581281689926,0.00016426043635171708,0.0001744800597575905,0.00021261159214096644,0.00030036065964282745,abbas-kiarostami-the-road-02.jpg,98,64,0.755126953125,0.9879518072289156,0.779052734375,0.9939759036144579
-40.37285,14.898212,0.00024888354054183144,0.0003128839806424747,0.00036606046306663536,0.0004477292946309052,0.000527154142718037,0.0005769151793390419,abbas-kiarostami-the-wall-01.jpg,94,64,0.779052734375,0.9879518072289156,0.802001953125,0.9939759036144579
-41.06179,8.643912,0.0002220721805712316,0.0002293052347684139,0.0002299267332490092,0.0002268034785961075,0.0002274397356938716,0.0002600673917384486,abbas-kiarostami-the-wall-02.jpg,93,64,0.802001953125,0.9879518072289156,0.82470703125,0.9939759036144579
-41.896633,5.712471,0.00022431286658919328,0.00023512814933075761,0.00023644209847011413,0.00023168135082500443,0.00022212102251790443,0.0002175510067436638,abbas-kiarostami-the-wall-03.jpg,91,64,0.82470703125,0.9879518072289156,0.846923828125,0.9939759036144579
-22.40533,19.316578,0.00018277985984612046,0.00018638526950896374,0.00019776158129416717,0.00022843808847159214,0.0002845209842883904,0.0003636495150854452,abbas-kiarostami-the-wall-04-cmyk-1.jpg,96,64,0.846923828125,0.9879518072289156,0.870361328125,0.9939759036144579
32.121067,-31.6121,0.0001991177178859079,0.00023367075846457064,0.00026899400403201685,0.00034716941708907734,0.00044712708049653925,0.0005818450747326226,abbas-kiarostami-the-wall-05.jpg,95,64,0.870361328125,0.9879518072289156,0.8935546875,0.9939759036144579
17.269873,-26.971418,0.00021699616226630392,0.00023233070181618388,0.00023899760668765564,0.0002358951508474744,0.00022097007104133234,0.00021453169822793726,abbas-kiarostami-the-wall-07.jpg,95,64,0.8935546875,0.9879518072289156,0.916748046875,0.9939759036144579
31.73515,-33.125565,0.00018066329407558627,0.00019670423004579027,0.00020432206937587007,0.00020844977262735528,0.00019695129203467471,0.0001948093212145398,abbas-kiarostami-the-wall-19-0.jpg,96,64,0.916748046875,0.9879518072289156,0.940185546875,0.9939759036144579
1.8959547,-8.962387,0.00018593235990731452,0.0001827931557601202,0.000178013843717866,0.00016609235648945618,0.0001544299116619639,0.0001422711284131564,abbas-kiarostami-the-wall-38.jpg,96,64,0.940185546875,0.9879518072289156,0.963623046875,0.9939759036144579
15.630693,-37.461777,0.00012444647413581466,0.00014199514260849642,0.00015891458280063614,0.0001906218906351598,0.00023068645062872777,0.000276192437849221,abbas-kiarostami-the-wall-42.jpg,91,64,0.963623046875,0.9879518072289156,0.98583984375,0.9939759036144579
-14.866575,-22.354214,0.00010200002015387691,0.00011034667575380358,0.00012407382185964332,0.00016705683194290902,0.00023863604300702624,0.00034402907389983415,abbas-kiarostami-trees-and-crows-02.jpg,42,64,0.98583984375,0.9879518072289156,0.99609375,0.9939759036144579
-15.560531,-22.496243,9.545220936934751e-05,0.00010092754219397668,0.00011162655486350535,0.00014266802867639818,0.00017918756517107027,0.00021154950958693803,abbas-kiarostami-trees-and-crows-03.jpg,96,64,0.0,0.9819277108433735,0.0234375,0.9879518072289156
-15.699425,-22.483927,9.409645683367785e-05,9.896275203373748e-05,0.00010869782389825033,0.00013516326923123927,0.00016234107394173342,0.00018646327207937609,abbas-kiarostami-trees-and-crows-04.jpg,96,64,0.0234375,0.9819277108433735,0.046875,0.9879518072289156
